,date,mp_10yr
7176,1956-09-13,0.14543231387875144
7177,1956-09-14,0.14926492643122402
7178,1956-09-17,0.14990359258651864
7179,1956-09-18,0.1540417462752015
7180,1956-09-19,0.1539389399731672
7181,1956-09-20,0.15351598327317917
7182,1956-09-21,0.15593687703220538
7183,1956-09-24,0.17197027093992245
7184,1956-09-25,0.16439916790168763
7185,1956-09-26,0.1588756859028182
7186,1956-09-27,0.15962918890400113
7187,1956-09-28,0.16751772149369049
7188,1956-10-01,0.1698100973936174
7189,1956-10-02,0.16756243116611036
7190,1956-10-03,0.17070897574081734
7191,1956-10-04,0.1674606435305075
7192,1956-10-05,0.16703443378019212
7193,1956-10-08,0.16826202325880124
7194,1956-10-09,0.17272905121043314
7195,1956-10-10,0.18048135070233373
7196,1956-10-11,0.1760695562488861
7197,1956-10-12,0.17999555933953015
7198,1956-10-15,0.1758019232376753
7199,1956-10-16,0.17053036010922917
7200,1956-10-17,0.16730130875488447
7201,1956-10-18,0.16934928046646514
7202,1956-10-19,0.17064838930813786
7203,1956-10-22,0.171048016659886
7204,1956-10-23,0.16971932355628105
7205,1956-10-24,0.1692306223799287
7206,1956-10-25,0.17084101443179156
7207,1956-10-26,0.173639231215845
7208,1956-10-29,0.1760671703269201
7209,1956-10-30,0.18075385093792895
7210,1956-10-31,0.17529467008459498
7211,1956-11-01,0.17522625824058946
7212,1956-11-02,0.17596322138142506
7213,1956-11-05,0.1713750657231703
7214,1956-11-07,0.1702796041757968
7215,1956-11-08,0.17145530622341765
7216,1956-11-09,0.17047695595389523
7217,1956-11-12,0.17067066154678412
7218,1956-11-13,0.1712093775086283
7219,1956-11-14,0.17149483219395534
7220,1956-11-15,0.17029632751323365
7221,1956-11-16,0.17127270610656753
7222,1956-11-19,0.1731667240210233
7223,1956-11-20,0.17318575328818286
7224,1956-11-21,0.17162441844844767
7225,1956-11-23,0.16724248378281903
7226,1956-11-26,0.16360296193206958
7227,1956-11-27,0.1608347312880023
7228,1956-11-28,0.16627175279565543
7229,1956-11-29,0.16468640229343046
7230,1956-11-30,0.166648490203557
7231,1956-12-03,0.16898069770170054
7232,1956-12-04,0.16991981570780323
7233,1956-12-05,0.17101900878127752
7234,1956-12-06,0.17436183357029877
7235,1956-12-07,0.17691266214762047
7236,1956-12-10,0.17614169521677492
7237,1956-12-11,0.17624423677853418
7238,1956-12-12,0.17788853424211726
7239,1956-12-13,0.18019988085371175
7240,1956-12-14,0.17815322873988437
7241,1956-12-17,0.17646693562379356
7242,1956-12-18,0.17527008690608858
7243,1956-12-19,0.17333053821862876
7244,1956-12-20,0.174772816006449
7245,1956-12-21,0.17527282345713058
7246,1956-12-26,0.17262962779692348
7247,1956-12-27,0.17338747640445717
7248,1956-12-28,0.173442255408095
7249,1956-12-31,0.1666790754894849
7250,1957-01-02,0.1649607063498597
7251,1957-01-03,0.16596248894077648
7252,1957-01-04,0.16847189450250633
7253,1957-01-07,0.16736033287257968
7254,1957-01-08,0.16594377881675415
7255,1957-01-09,0.1662613560242996
7256,1957-01-10,0.16631146060693802
7257,1957-01-11,0.16330387250747713
7258,1957-01-14,0.1615744867195139
7259,1957-01-15,0.1600398420536806
7260,1957-01-16,0.16064335430423293
7261,1957-01-17,0.16233823663939595
7262,1957-01-18,0.16038418355764605
7263,1957-01-21,0.15968388533668487
7264,1957-01-22,0.1587185672562872
7265,1957-01-23,0.16107991458700588
7266,1957-01-24,0.16099729273306473
7267,1957-01-25,0.15821549912548938
7268,1957-01-28,0.1582656865930081
7269,1957-01-29,0.15809132652964752
7270,1957-01-30,0.15849657771627235
7271,1957-01-31,0.1599420898372672
7272,1957-02-01,0.1644035679279232
7273,1957-02-04,0.16324651960115522
7274,1957-02-05,0.1619390986689757
7275,1957-02-06,0.16153678103912816
7276,1957-02-07,0.1574565426111607
7277,1957-02-08,0.15684006001248463
7278,1957-02-11,0.154480145387204
7279,1957-02-12,0.15297269875548025
7280,1957-02-13,0.15384783314101158
7281,1957-02-14,0.15341383734753844
7282,1957-02-15,0.15398656607913597
7283,1957-02-18,0.15235973766691147
7284,1957-02-19,0.15051506747787302
7285,1957-02-20,0.15156398566201923
7286,1957-02-21,0.15033015030099173
7287,1957-02-25,0.14843970105174575
7288,1957-02-26,0.14837234574080416
7289,1957-02-27,0.14725456069747467
7290,1957-02-28,0.14728668183066174
7291,1957-03-01,0.14639040680781368
7292,1957-03-04,0.14831051578980503
7293,1957-03-05,0.14796540141440473
7294,1957-03-06,0.15015100837412776
7295,1957-03-07,0.15079098021333492
7296,1957-03-08,0.15003682824001552
7297,1957-03-11,0.1489250072873498
7298,1957-03-12,0.1507862041498691
7299,1957-03-13,0.15155565699214502
7300,1957-03-14,0.1508043099279186
7301,1957-03-15,0.15208365944937174
7302,1957-03-18,0.15343939500163306
7303,1957-03-19,0.15598427471596055
7304,1957-03-20,0.15422784770293996
7305,1957-03-21,0.15478895235816026
7306,1957-03-22,0.15479942659618584
7307,1957-03-25,0.15409986338972725
7308,1957-03-26,0.1522470763663588
7309,1957-03-27,0.15227221315343265
7310,1957-03-28,0.1578329050046834
7311,1957-03-29,0.15921001081191388
7312,1957-04-01,0.16076030895696247
7313,1957-04-02,0.16079140721465923
7314,1957-04-03,0.16167634769010908
7315,1957-04-04,0.1629707248714174
7316,1957-04-05,0.16268600468942251
7317,1957-04-08,0.1601337613584839
7318,1957-04-09,0.16084574319082967
7319,1957-04-10,0.1616519375087342
7320,1957-04-11,0.15962634196848824
7321,1957-04-12,0.16115018972688255
7322,1957-04-15,0.16202123970240168
7323,1957-04-16,0.15991441807044482
7324,1957-04-17,0.15824644092417772
7325,1957-04-18,0.1602194846380065
7326,1957-04-22,0.16221486610229818
7327,1957-04-23,0.16215980629428506
7328,1957-04-24,0.16250983559951782
7329,1957-04-25,0.16234466091884614
7330,1957-04-26,0.1635463266223547
7331,1957-04-29,0.166846541163018
7332,1957-04-30,0.16697883023696458
7333,1957-05-01,0.1678808491817667
7334,1957-05-02,0.1704787412055091
7335,1957-05-03,0.1769724676413178
7336,1957-05-06,0.17657588370528465
7337,1957-05-07,0.1743584817434065
7338,1957-05-08,0.17524149139435274
7339,1957-05-09,0.1775549765381068
7340,1957-05-10,0.17403145291696442
7341,1957-05-13,0.17377687317054158
7342,1957-05-14,0.17276394053419386
7343,1957-05-15,0.17437656934090096
7344,1957-05-16,0.17622251185474647
7345,1957-05-17,0.17691148041915783
7346,1957-05-20,0.17725980989447754
7347,1957-05-21,0.17504067815092927
7348,1957-05-22,0.1730572266160002
7349,1957-05-23,0.1719190224371081
7350,1957-05-24,0.17142804941986944
7351,1957-05-27,0.17169200189157685
7352,1957-05-28,0.1714624793976618
7353,1957-05-29,0.17389627307148525
7354,1957-05-31,0.1746830483276507
7355,1957-06-03,0.1764266653097395
7356,1957-06-04,0.17974036160929852
7357,1957-06-05,0.18016835057165959
7358,1957-06-06,0.1804911209232427
7359,1957-06-07,0.18401684360111248
7360,1957-06-10,0.18651275360726816
7361,1957-06-11,0.18588897904264412
7362,1957-06-12,0.18303981379141798
7363,1957-06-13,0.18212655810520673
7364,1957-06-14,0.18443708816391502
7365,1957-06-17,0.18302482338049164
7366,1957-06-18,0.18253824879715053
7367,1957-06-19,0.17871774206555746
7368,1957-06-20,0.17635523950992216
7369,1957-06-21,0.17709925227667234
7370,1957-06-24,0.1733656590082815
7371,1957-06-25,0.17586482337500353
7372,1957-06-26,0.175747682791076
7373,1957-06-27,0.17504247447526944
7374,1957-06-28,0.176359051485254
7375,1957-07-01,0.17490174647783774
7376,1957-07-02,0.17259707399944735
7377,1957-07-03,0.17547645105748177
7378,1957-07-05,0.1744268884311182
7379,1957-07-08,0.17468584545768806
7380,1957-07-09,0.17534498766110862
7381,1957-07-10,0.17567258848264622
7382,1957-07-11,0.17312063093575913
7383,1957-07-12,0.1736407471487167
7384,1957-07-15,0.17289703090034414
7385,1957-07-16,0.17535785144372462
7386,1957-07-17,0.1729287706939131
7387,1957-07-18,0.17205737663291276
7388,1957-07-19,0.17221186307419245
7389,1957-07-22,0.17079788521909567
7390,1957-07-23,0.16830882509734524
7391,1957-07-24,0.1686815690261132
7392,1957-07-25,0.1669092277383033
7393,1957-07-26,0.166224772808228
7394,1957-07-29,0.16371118417610164
7395,1957-07-30,0.16530484927094813
7396,1957-07-31,0.16351146648895187
7397,1957-08-01,0.1610341084531286
7398,1957-08-02,0.15967788064079302
7399,1957-08-05,0.15849829145480254
7400,1957-08-06,0.1564945682784331
7401,1957-08-07,0.15956148006615511
7402,1957-08-08,0.15801573447236938
7403,1957-08-09,0.158599497269301
7404,1957-08-12,0.15573377165275892
7405,1957-08-13,0.15476556890939452
7406,1957-08-14,0.15091497742078364
7407,1957-08-15,0.1513847862147002
7408,1957-08-16,0.15311231777160295
7409,1957-08-19,0.1534100518037116
7410,1957-08-20,0.15555818532070398
7411,1957-08-21,0.15369457085262073
7412,1957-08-22,0.15204334273111808
7413,1957-08-23,0.15152623106030183
7414,1957-08-26,0.14865706989209793
7415,1957-08-27,0.15190393080030895
7416,1957-08-28,0.15178586432104924
7417,1957-08-29,0.15333692881267091
7418,1957-08-30,0.15726355507776124
7419,1957-09-03,0.15696566868674866
7420,1957-09-04,0.15453338164106434
7421,1957-09-05,0.1541984839126791
7422,1957-09-06,0.15246949697079093
7423,1957-09-09,0.1518126237882187
7424,1957-09-10,0.15067940635082877
7425,1957-09-11,0.15289695404395776
7426,1957-09-12,0.1545562570718142
7427,1957-09-13,0.15424497256048197
7428,1957-09-16,0.15578494545343347
7429,1957-09-17,0.15599009234650896
7430,1957-09-18,0.15593768608621583
7431,1957-09-19,0.15516107869331708
7432,1957-09-20,0.15137385116781132
7433,1957-09-23,0.14700583229713793
7434,1957-09-24,0.1485506110376389
7435,1957-09-25,0.1505968499953103
7436,1957-09-26,0.14943175724452296
7437,1957-09-27,0.15198485962206343
7438,1957-09-30,0.15112219308831243
7439,1957-10-01,0.1508743551315186
7440,1957-10-02,0.1520723827578807
7441,1957-10-03,0.1527652505208803
7442,1957-10-04,0.15206273493721212
7443,1957-10-07,0.14826625201948573
7444,1957-10-08,0.14498469459933694
7445,1957-10-09,0.14577786094638534
7446,1957-10-10,0.1418078805525116
7447,1957-10-11,0.14192815912939483
7448,1957-10-14,0.14585287382919954
7449,1957-10-15,0.14689986506898212
7450,1957-10-16,0.146525428266161
7451,1957-10-17,0.1443367469781487
7452,1957-10-18,0.14201408187462494
7453,1957-10-21,0.13529789008269444
7454,1957-10-22,0.13402278082875796
7455,1957-10-23,0.14129112163699964
7456,1957-10-24,0.14042961542500776
7457,1957-10-25,0.13949172422683076
7458,1957-10-28,0.13878278769580654
7459,1957-10-29,0.14116343590710434
7460,1957-10-30,0.14139540938404993
7461,1957-10-31,0.1412135099314642
7462,1957-11-01,0.13589962154636637
7463,1957-11-04,0.13517071903433586
7464,1957-11-06,0.13560457900193645
7465,1957-11-07,0.13645396649078312
7466,1957-11-08,0.13228028761829447
7467,1957-11-11,0.13252969902611844
7468,1957-11-12,0.13087085420481226
7469,1957-11-13,0.13053851572614295
7470,1957-11-14,0.1321483670073118
7471,1957-11-15,0.13568066069197515
7472,1957-11-18,0.1342101951193957
7473,1957-11-19,0.1337739768963051
7474,1957-11-20,0.13590386989324377
7475,1957-11-21,0.13711746161458227
7476,1957-11-22,0.13836451100721914
7477,1957-11-25,0.14087704429143533
7478,1957-11-26,0.13649329672784893
7479,1957-11-27,0.14156796469727229
7480,1957-11-29,0.1427842831431705
7481,1957-12-02,0.14198947416419783
7482,1957-12-03,0.14363739120066366
7483,1957-12-04,0.14397695934327737
7484,1957-12-05,0.14388396164399286
7485,1957-12-06,0.14183551172723785
7486,1957-12-09,0.139831007980872
7487,1957-12-10,0.13761494914151684
7488,1957-12-11,0.13825399627980928
7489,1957-12-12,0.13937165515332106
7490,1957-12-13,0.14052432417018323
7491,1957-12-16,0.13879972260247042
7492,1957-12-17,0.13754503203284973
7493,1957-12-18,0.13637578792160698
7494,1957-12-19,0.13790010516905427
7495,1957-12-20,0.13809082539844075
7496,1957-12-23,0.13907007394073623
7497,1957-12-24,0.14177986985212399
7498,1957-12-26,0.14185790680951893
7499,1957-12-27,0.1407057817339219
7500,1957-12-30,0.13963981243729995
7501,1957-12-31,0.1414485098860283
7502,1958-01-02,0.1416112663965312
7503,1958-01-03,0.14192711976892536
7504,1958-01-06,0.14136093802995653
7505,1958-01-07,0.14231622068782657
7506,1958-01-08,0.14280639271063267
7507,1958-01-09,0.1412730649295839
7508,1958-01-10,0.13884389156923982
7509,1958-01-13,0.13866668018393224
7510,1958-01-14,0.13949143805547926
7511,1958-01-15,0.14218270804454192
7512,1958-01-16,0.14332415100295615
7513,1958-01-17,0.14148912728177954
7514,1958-01-20,0.14160920300779223
7515,1958-01-21,0.14096085556167415
7516,1958-01-22,0.1420525466212983
7517,1958-01-23,0.14322270296454342
7518,1958-01-24,0.14373291617966077
7519,1958-01-27,0.142370884917284
7520,1958-01-28,0.14337815281797228
7521,1958-01-29,0.14500910720852334
7522,1958-01-30,0.14660616634844348
7523,1958-01-31,0.1466692317593734
7524,1958-02-03,0.1487972447413275
7525,1958-02-04,0.15056710371541704
7526,1958-02-05,0.15140758206886473
7527,1958-02-06,0.1509336477434169
7528,1958-02-07,0.15139002960231118
7529,1958-02-10,0.15176220730982615
7530,1958-02-11,0.15107943986077044
7531,1958-02-12,0.15069319955749294
7532,1958-02-13,0.15049623190436767
7533,1958-02-14,0.15033565749926647
7534,1958-02-17,0.14760824246955262
7535,1958-02-18,0.1475055020990086
7536,1958-02-19,0.14708037118711847
7537,1958-02-20,0.1471228753424334
7538,1958-02-21,0.15406035283967956
7539,1958-02-24,0.15073305199794884
7540,1958-02-25,0.150681436011743
7541,1958-02-26,0.15053930888178768
7542,1958-02-27,0.154453111468829
7543,1958-02-28,0.15522610170415385
7544,1958-03-03,0.1567746578283229
7545,1958-03-04,0.15537207693240362
7546,1958-03-05,0.1558559713238623
7547,1958-03-06,0.15787563394181126
7548,1958-03-07,0.15851148494397038
7549,1958-03-10,0.15978651007353428
7550,1958-03-11,0.16049734541857785
7551,1958-03-12,0.15926098677263734
7552,1958-03-13,0.1605314860107876
7553,1958-03-14,0.16061632513952318
7554,1958-03-17,0.15777809057936643
7555,1958-03-18,0.1561072730791635
7556,1958-03-19,0.15678675909994144
7557,1958-03-20,0.15792899711300623
7558,1958-03-21,0.1588046064919817
7559,1958-03-24,0.16026901624603362
7560,1958-03-25,0.1607919506924791
7561,1958-03-26,0.15951372708476952
7562,1958-03-27,0.15923579603082327
7563,1958-03-28,0.15935353601226776
7564,1958-03-31,0.15811487602946506
7565,1958-04-01,0.16006141738740265
7566,1958-04-02,0.15740599064365512
7567,1958-04-03,0.15596084742423777
7568,1958-04-07,0.15190166253341775
7569,1958-04-08,0.1478848353048472
7570,1958-04-09,0.1487660582693271
7571,1958-04-10,0.1490772501501667
7572,1958-04-11,0.14855577108906193
7573,1958-04-14,0.15015478020846906
7574,1958-04-15,0.1499322345313454
7575,1958-04-16,0.1462901242246697
7576,1958-04-17,0.14643958369018084
7577,1958-04-18,0.14791674773675845
7578,1958-04-21,0.14844220905370742
7579,1958-04-22,0.14684275071785957
7580,1958-04-23,0.14738456802760824
7581,1958-04-24,0.14826662499279752
7582,1958-04-25,0.1488952284716203
7583,1958-04-28,0.1484653489288299
7584,1958-04-29,0.14740011335861558
7585,1958-04-30,0.14931712207861914
7586,1958-05-01,0.14860805012040723
7587,1958-05-02,0.14863700156423998
7588,1958-05-05,0.1485832102837561
7589,1958-05-06,0.14952323726084682
7590,1958-05-07,0.1483567255491276
7591,1958-05-08,0.14708330495972755
7592,1958-05-09,0.1463985258629925
7593,1958-05-12,0.14764036004208103
7594,1958-05-13,0.14703652403154055
7595,1958-05-14,0.1449178881028319
7596,1958-05-15,0.14629350223156812
7597,1958-05-16,0.14679463886758426
7598,1958-05-19,0.14504599152667197
7599,1958-05-20,0.14656858836486975
7600,1958-05-21,0.14729544507391767
7601,1958-05-22,0.14677632385568384
7602,1958-05-23,0.14615842522370692
7603,1958-05-26,0.14512981839172667
7604,1958-05-27,0.1443755433642222
7605,1958-05-28,0.14439030214648785
7606,1958-05-29,0.14404183076459365
7607,1958-06-02,0.1408386068664762
7608,1958-06-03,0.13918506296735034
7609,1958-06-04,0.14152383588961692
7610,1958-06-05,0.14191457567407295
7611,1958-06-06,0.14134306214198955
7612,1958-06-09,0.14068582662420104
7613,1958-06-10,0.13995546362750289
7614,1958-06-11,0.14009567844632587
7615,1958-06-12,0.13956585154403145
7616,1958-06-13,0.14056510133946576
7617,1958-06-16,0.14105640264026986
7618,1958-06-17,0.13968961635116295
7619,1958-06-18,0.14096689129489315
7620,1958-06-19,0.1387085582071359
7621,1958-06-20,0.14088447557063333
7622,1958-06-23,0.14079798313091563
7623,1958-06-24,0.1373835440758957
7624,1958-06-25,0.13711006797290803
7625,1958-06-26,0.13779242002197067
7626,1958-06-27,0.1375304289378061
7627,1958-06-30,0.138588735702323
7628,1958-07-01,0.1378620559123125
7629,1958-07-02,0.1384922690350503
7630,1958-07-03,0.13923357333055364
7631,1958-07-07,0.1400709370930171
7632,1958-07-08,0.14093145505436833
7633,1958-07-09,0.14068250605706312
7634,1958-07-10,0.13962988564750822
7635,1958-07-11,0.14111224266845546
7636,1958-07-14,0.13960582734653415
7637,1958-07-15,0.14165655225543805
7638,1958-07-16,0.1413751037088331
7639,1958-07-17,0.1419774745244049
7640,1958-07-18,0.1431734304791572
7641,1958-07-21,0.14371366891337156
7642,1958-07-22,0.14400129550968233
7643,1958-07-23,0.1445572010495726
7644,1958-07-24,0.14525456522809588
7645,1958-07-25,0.14530858803163604
7646,1958-07-28,0.14633823031919602
7647,1958-07-29,0.1466543393404327
7648,1958-07-30,0.14691777100463366
7649,1958-07-31,0.15044046533664335
7650,1958-08-01,0.15383236368650688
7651,1958-08-04,0.1608887334021849
7652,1958-08-05,0.15766439505062646
7653,1958-08-06,0.15528698683325182
7654,1958-08-07,0.15513542788377155
7655,1958-08-08,0.15550006598968857
7656,1958-08-11,0.1574303926349112
7657,1958-08-12,0.15417485306940826
7658,1958-08-13,0.15558756150259478
7659,1958-08-14,0.15728638179351573
7660,1958-08-15,0.157943937056507
7661,1958-08-18,0.15695945443649162
7662,1958-08-19,0.1567181969970768
7663,1958-08-20,0.15416194980145925
7664,1958-08-21,0.15588212069577967
7665,1958-08-22,0.1559247834094517
7666,1958-08-25,0.157625591338723
7667,1958-08-26,0.1605045737609121
7668,1958-08-27,0.1612905016165287
7669,1958-08-28,0.15998806409737165
7670,1958-08-29,0.16041555023123566
7671,1958-09-02,0.16085881026904447
7672,1958-09-03,0.15945270685062551
7673,1958-09-04,0.15916560625891063
7674,1958-09-05,0.15817729476654874
7675,1958-09-08,0.15694498580869665
7676,1958-09-09,0.1602679525113333
7677,1958-09-10,0.15889730129217305
7678,1958-09-11,0.16035016550048864
7679,1958-09-12,0.1594368612712309
7680,1958-09-15,0.16018350301148687
7681,1958-09-16,0.1628717113664646
7682,1958-09-17,0.16296865535822436
7683,1958-09-18,0.1610575798602032
7684,1958-09-19,0.1602819795233663
7685,1958-09-22,0.15928021081581933
7686,1958-09-23,0.15967136031463425
7687,1958-09-24,0.16328587938862116
7688,1958-09-25,0.16529025060270652
7689,1958-09-26,0.16537133478874932
7690,1958-09-29,0.1674604719661108
7691,1958-09-30,0.1668008923847375
7692,1958-10-01,0.1667343563646284
7693,1958-10-02,0.16736653764535347
7694,1958-10-03,0.16877979047204517
7695,1958-10-06,0.17425366610607518
7696,1958-10-07,0.1730329195194369
7697,1958-10-08,0.1725527169641068
7698,1958-10-09,0.17283598256929844
